,Tarih,Deger,Yil,Ay,Gun,HaftaninGunu,Dunku_Deger
1,2020-12-09,18.565,2020,12,9,2,18.337
2,2020-12-10,18.262,2020,12,10,3,18.565
3,2020-12-11,18.058,2020,12,11,4,18.262
4,2020-12-12,18.807,2020,12,12,5,18.058
5,2020-12-13,19.151,2020,12,13,6,18.807
6,2020-12-14,19.26,2020,12,14,0,19.151
7,2020-12-15,19.432,2020,12,15,1,19.26
8,2020-12-16,21.318,2020,12,16,2,19.432
9,2020-12-17,22.806,2020,12,17,3,21.318
10,2020-12-18,23.121,2020,12,18,4,22.806
11,2020-12-19,23.864,2020,12,19,5,23.121
12,2020-12-20,23.518,2020,12,20,6,23.864
13,2020-12-21,22.841,2020,12,21,0,23.518
14,2020-12-22,23.795,2020,12,22,1,22.841
15,2020-12-23,23.308,2020,12,23,2,23.795
16,2020-12-24,23.76,2020,12,24,3,23.308
17,2020-12-25,24.671,2020,12,25,4,23.76
18,2020-12-26,26.476,2020,12,26,5,24.671
19,2020-12-27,26.423,2020,12,27,6,26.476
20,2020-12-28,27.125,2020,12,28,0,26.423
21,2020-12-29,27.425,2020,12,29,1,27.125
22,2020-12-30,28.837,2020,12,30,2,27.425
23,2020-12-31,29.022,2020,12,31,3,28.837
24,2021-01-01,29.352,2021,1,1,4,29.022
25,2021-01-02,32.164,2021,1,2,5,29.352
26,2021-01-03,33.008,2021,1,3,6,32.164
27,2021-01-04,31.516,2021,1,4,0,33.008
28,2021-01-05,34.082,2021,1,5,1,31.516
29,2021-01-06,36.934,2021,1,6,2,34.082
30,2021-01-07,39.547,2021,1,7,3,36.934
31,2021-01-08,40.816,2021,1,8,4,39.547
32,2021-01-09,40.297,2021,1,9,5,40.816
33,2021-01-10,38.398,2021,1,10,6,40.297
34,2021-01-11,35.67,2021,1,11,0,38.398
35,2021-01-12,33.938,2021,1,12,1,35.67
36,2021-01-13,37.456,2021,1,13,2,33.938
37,2021-01-14,39.233,2021,1,14,3,37.456
38,2021-01-15,36.788,2021,1,15,4,39.233
39,2021-01-16,36.255,2021,1,16,5,36.788
40,2021-01-17,35.804,2021,1,17,6,36.255
41,2021-01-18,36.595,2021,1,18,0,35.804
42,2021-01-19,36.105,2021,1,19,1,36.595
43,2021-01-20,35.587,2021,1,20,2,36.105
44,2021-01-21,30.914,2021,1,21,3,35.587
45,2021-01-22,32.958,2021,1,22,4,30.914
46,2021-01-23,32.068,2021,1,23,5,32.958
47,2021-01-24,32.274,2021,1,24,6,32.068
48,2021-01-25,32.375,2021,1,25,0,32.274
49,2021-01-26,32.582,2021,1,26,1,32.375
50,2021-01-27,30.446,2021,1,27,2,32.582
51,2021-01-28,33.128,2021,1,28,3,30.446
52,2021-01-29,34.151,2021,1,29,4,33.128
53,2021-01-30,34.2,2021,1,30,5,34.151
54,2021-01-31,33.065,2021,1,31,6,34.2
55,2021-02-01,33.406,2021,2,1,0,33.065
56,2021-02-02,35.486,2021,2,2,1,33.406
57,2021-02-03,37.495,2021,2,3,2,35.486
58,2021-02-04,36.817,2021,2,4,3,37.495
59,2021-02-05,38.008,2021,2,5,4,36.817
60,2021-02-06,39.279,2021,2,6,5,38.008
61,2021-02-07,38.833,2021,2,7,6,39.279
62,2021-02-08,46.308,2021,2,8,0,38.833
63,2021-02-09,46.57,2021,2,9,1,46.308
64,2021-02-10,44.849,2021,2,10,2,46.57
65,2021-02-11,47.816,2021,2,11,3,44.849
66,2021-02-12,47.414,2021,2,12,4,47.816
67,2021-02-13,46.941,2021,2,13,5,47.414
68,2021-02-14,48.608,2021,2,14,6,46.941
69,2021-02-15,47.898,2021,2,15,0,48.608
70,2021-02-16,49.238,2021,2,16,1,47.898
71,2021-02-17,52.144,2021,2,17,2,49.238
72,2021-02-18,51.733,2021,2,18,3,52.144
73,2021-02-19,56.039,2021,2,19,4,51.733
74,2021-02-20,56.378,2021,2,20,5,56.039
75,2021-02-21,57.669,2021,2,21,6,56.378
76,2021-02-22,54.411,2021,2,22,0,57.669
77,2021-02-23,48.692,2021,2,23,1,54.411
78,2021-02-24,49.849,2021,2,24,2,48.692
79,2021-02-25,46.993,2021,2,25,3,49.849
80,2021-02-26,46.551,2021,2,26,4,46.993
81,2021-02-27,46.654,2021,2,27,5,46.551
82,2021-02-28,44.97,2021,2,28,6,46.654
83,2021-03-01,49.787,2021,3,1,0,44.97
84,2021-03-02,48.532,2021,3,2,1,49.787
85,2021-03-03,50.577,2021,3,3,2,48.532
86,2021-03-04,48.727,2021,3,4,3,50.577
87,2021-03-05,49.092,2021,3,5,4,48.727
88,2021-03-06,49.019,2021,3,6,5,49.092
89,2021-03-07,51.313,2021,3,7,6,49.019
90,2021-03-08,52.329,2021,3,8,0,51.313
91,2021-03-09,54.7,2021,3,9,1,52.329
92,2021-03-10,56.02,2021,3,10,2,54.7
93,2021-03-11,57.789,2021,3,11,3,56.02
94,2021-03-12,57.354,2021,3,12,4,57.789
95,2021-03-13,61.315,2021,3,13,5,57.354
96,2021-03-14,59.429,2021,3,14,6,61.315
97,2021-03-15,55.805,2021,3,15,0,59.429
98,2021-03-16,56.83,2021,3,16,1,55.805
99,2021-03-17,59.015,2021,3,17,2,56.83
100,2021-03-18,57.922,2021,3,18,3,59.015
101,2021-03-19,58.243,2021,3,19,4,57.922
102,2021-03-20,58.376,2021,3,20,5,58.243
103,2021-03-21,57.574,2021,3,21,6,58.376
104,2021-03-22,54.37,2021,3,22,0,57.574
105,2021-03-23,54.585,2021,3,23,1,54.37
106,2021-03-24,52.527,2021,3,24,2,54.585
107,2021-03-25,51.417,2021,3,25,3,52.527
108,2021-03-26,55.033,2021,3,26,4,51.417
109,2021-03-27,55.832,2021,3,27,5,55.033
110,2021-03-28,55.728,2021,3,28,6,55.832
111,2021-03-29,57.635,2021,3,29,0,55.728
112,2021-03-30,58.669,2021,3,30,1,57.635
113,2021-03-31,58.817,2021,3,31,2,58.669
114,2021-04-01,58.801,2021,4,1,3,58.817
115,2021-04-02,59.06,2021,4,2,4,58.801
116,2021-04-03,57.06,2021,4,3,5,59.06
117,2021-04-04,58.229,2021,4,4,6,57.06
118,2021-04-05,58.707,2021,4,5,0,58.229
119,2021-04-06,58.062,2021,4,6,1,58.707
120,2021-04-07,56.134,2021,4,7,2,58.062
121,2021-04-08,58.066,2021,4,8,3,56.134
122,2021-04-09,58.153,2021,4,9,4,58.066
123,2021-04-10,59.979,2021,4,10,5,58.153
124,2021-04-11,59.988,2021,4,11,6,59.979
125,2021-04-12,59.911,2021,4,12,0,59.988
126,2021-04-13,63.577,2021,4,13,1,59.911
127,2021-04-14,62.807,2021,4,14,2,63.577
128,2021-04-15,63.18,2021,4,15,3,62.807
129,2021-04-16,61.497,2021,4,16,4,63.18
130,2021-04-17,60.274,2021,4,17,5,61.497
131,2021-04-18,56.289,2021,4,18,6,60.274
132,2021-04-19,55.721,2021,4,19,0,56.289
133,2021-04-20,56.295,2021,4,20,1,55.721
134,2021-04-21,54.19,2021,4,21,2,56.295
135,2021-04-22,51.966,2021,4,22,3,54.19
136,2021-04-23,51.191,2021,4,23,4,51.966
137,2021-04-24,50.133,2021,4,24,5,51.191
138,2021-04-25,48.981,2021,4,25,6,50.133
139,2021-04-26,53.979,2021,4,26,0,48.981
140,2021-04-27,54.992,2021,4,27,1,53.979
141,2021-04-28,54.811,2021,4,28,2,54.992
142,2021-04-29,53.597,2021,4,29,3,54.811
143,2021-04-30,57.829,2021,4,30,4,53.597
144,2021-05-01,57.813,2021,5,1,5,57.829
145,2021-05-02,56.601,2021,5,2,6,57.813
146,2021-05-03,57.2,2021,5,3,0,56.601
147,2021-05-04,53.464,2021,5,4,1,57.2
148,2021-05-05,57.432,2021,5,5,2,53.464
149,2021-05-06,56.508,2021,5,6,3,57.432
150,2021-05-07,57.362,2021,5,7,4,56.508
151,2021-05-08,58.772,2021,5,8,5,57.362
152,2021-05-09,58.214,2021,5,9,6,58.772
153,2021-05-10,55.902,2021,5,10,0,58.214
154,2021-05-11,56.929,2021,5,11,1,55.902
155,2021-05-12,50.005,2021,5,12,2,56.929
156,2021-05-13,49.973,2021,5,13,3,50.005
157,2021-05-14,49.913,2021,5,14,4,49.973
158,2021-05-15,46.781,2021,5,15,5,49.913
159,2021-05-16,46.585,2021,5,16,6,46.781
160,2021-05-17,43.781,2021,5,17,0,46.585
161,2021-05-18,43.091,2021,5,18,1,43.781
162,2021-05-19,37.287,2021,5,19,2,43.091
163,2021-05-20,40.438,2021,5,20,3,37.287
164,2021-05-21,37.34,2021,5,21,4,40.438
165,2021-05-22,37.52,2021,5,22,5,37.34
166,2021-05-23,34.978,2021,5,23,6,37.52
167,2021-05-24,38.642,2021,5,24,0,34.978
168,2021-05-25,38.211,2021,5,25,1,38.642
169,2021-05-26,39.407,2021,5,26,2,38.211
170,2021-05-27,38.643,2021,5,27,3,39.407
171,2021-05-28,35.71,2021,5,28,4,38.643
172,2021-05-29,34.775,2021,5,29,5,35.71
173,2021-05-30,35.715,2021,5,30,6,34.775
174,2021-05-31,37.341,2021,5,31,0,35.715
175,2021-06-01,36.68,2021,6,1,1,37.341
176,2021-06-02,37.686,2021,6,2,2,36.68
177,2021-06-03,39.151,2021,6,3,3,37.686
178,2021-06-04,36.939,2021,6,4,4,39.151
179,2021-06-05,35.547,2021,6,5,5,36.939
180,2021-06-06,35.834,2021,6,6,6,35.547
181,2021-06-07,33.451,2021,6,7,0,35.834
182,2021-06-08,33.557,2021,6,8,1,33.451
183,2021-06-09,37.554,2021,6,9,2,33.557
184,2021-06-10,36.903,2021,6,10,3,37.554
185,2021-06-11,37.289,2021,6,11,4,36.903
186,2021-06-12,35.666,2021,6,12,5,37.289
187,2021-06-13,39.148,2021,6,13,6,35.666
188,2021-06-14,40.625,2021,6,14,0,39.148
189,2021-06-15,40.378,2021,6,15,1,40.625
190,2021-06-16,38.321,2021,6,16,2,40.378
191,2021-06-17,38.194,2021,6,17,3,38.321
192,2021-06-18,35.881,2021,6,18,4,38.194
193,2021-06-19,35.582,2021,6,19,5,35.881
194,2021-06-20,35.787,2021,6,20,6,35.582
195,2021-06-21,31.712,2021,6,21,0,35.787
196,2021-06-22,32.508,2021,6,22,1,31.712
197,2021-06-23,33.703,2021,6,23,2,32.508
198,2021-06-24,34.675,2021,6,24,3,33.703
199,2021-06-25,31.943,2021,6,25,4,34.675
200,2021-06-26,32.024,2021,6,26,5,31.943
201,2021-06-27,34.607,2021,6,27,6,32.024
202,2021-06-28,34.557,2021,6,28,0,34.607
203,2021-06-29,35.969,2021,6,29,1,34.557
204,2021-06-30,35.171,2021,6,30,2,35.969
205,2021-07-01,33.678,2021,7,1,3,35.171
206,2021-07-02,33.951,2021,7,2,4,33.678
207,2021-07-03,34.73,2021,7,3,5,33.951
208,2021-07-04,35.394,2021,7,4,6,34.73
209,2021-07-05,33.928,2021,7,5,0,35.394
210,2021-07-06,34.15,2021,7,6,1,33.928
211,2021-07-07,33.932,2021,7,7,2,34.15
212,2021-07-08,32.934,2021,7,8,3,33.932
213,2021-07-09,33.971,2021,7,9,4,32.934
214,2021-07-10,33.705,2021,7,10,5,33.971
215,2021-07-11,34.3,2021,7,11,6,33.705
216,2021-07-12,33.263,2021,7,12,0,34.3
217,2021-07-13,32.676,2021,7,13,1,33.263
218,2021-07-14,32.879,2021,7,14,2,32.676
219,2021-07-15,31.726,2021,7,15,3,32.879
220,2021-07-16,31.4,2021,7,16,4,31.726
221,2021-07-17,31.589,2021,7,17,5,31.4
222,2021-07-18,31.919,2021,7,18,6,31.589
223,2021-07-19,30.928,2021,7,19,0,31.919
224,2021-07-20,29.972,2021,7,20,1,30.928
225,2021-07-21,32.384,2021,7,21,2,29.972
226,2021-07-22,32.409,2021,7,22,3,32.384
227,2021-07-23,33.456,2021,7,23,4,32.409
228,2021-07-24,34.214,2021,7,24,5,33.456
229,2021-07-25,35.456,2021,7,25,6,34.214
230,2021-07-26,37.282,2021,7,26,0,35.456
231,2021-07-27,39.077,2021,7,27,1,37.282
232,2021-07-28,40.031,2021,7,28,2,39.077
233,2021-07-29,39.978,2021,7,29,3,40.031
234,2021-07-30,41.936,2021,7,30,4,39.978
235,2021-07-31,41.754,2021,7,31,5,41.936
236,2021-08-01,39.915,2021,8,1,6,41.754
237,2021-08-02,39.279,2021,8,2,0,39.915
238,2021-08-03,38.368,2021,8,3,1,39.279
239,2021-08-04,39.752,2021,8,4,2,38.368
240,2021-08-05,40.825,2021,8,5,3,39.752
241,2021-08-06,42.802,2021,8,6,4,40.825
242,2021-08-07,44.648,2021,8,7,5,42.802
243,2021-08-08,43.753,2021,8,8,6,44.648
244,2021-08-09,46.311,2021,8,9,0,43.753
245,2021-08-10,45.64,2021,8,10,1,46.311
246,2021-08-11,45.652,2021,8,11,2,45.64
247,2021-08-12,44.495,2021,8,12,3,45.652
248,2021-08-13,47.717,2021,8,13,4,44.495
249,2021-08-14,47.089,2021,8,14,5,47.717
250,2021-08-15,47.025,2021,8,15,6,47.089
251,2021-08-16,46.032,2021,8,16,0,47.025
252,2021-08-17,44.534,2021,8,17,1,46.032
253,2021-08-18,45.015,2021,8,18,2,44.534
254,2021-08-19,46.745,2021,8,19,3,45.015
255,2021-08-20,49.196,2021,8,20,4,46.745
256,2021-08-21,48.934,2021,8,21,5,49.196
257,2021-08-22,49.251,2021,8,22,6,48.934
258,2021-08-23,49.519,2021,8,23,0,49.251
259,2021-08-24,47.941,2021,8,24,1,49.519
260,2021-08-25,49.003,2021,8,25,2,47.941
261,2021-08-26,47.229,2021,8,26,3,49.003
262,2021-08-27,49.083,2021,8,27,4,47.229
263,2021-08-28,48.937,2021,8,28,5,49.083
264,2021-08-29,48.907,2021,8,29,6,48.937
265,2021-08-30,47.124,2021,8,30,0,48.907
266,2021-08-31,47.335,2021,8,31,1,47.124
267,2021-09-01,48.823,2021,9,1,2,47.335
268,2021-09-02,49.339,2021,9,2,3,48.823
269,2021-09-03,49.935,2021,9,3,4,49.339
270,2021-09-04,50.013,2021,9,4,5,49.935
271,2021-09-05,51.696,2021,9,5,6,50.013
272,2021-09-06,52.74,2021,9,6,0,51.696
273,2021-09-07,46.995,2021,9,7,1,52.74
274,2021-09-08,46.085,2021,9,8,2,46.995
275,2021-09-09,46.519,2021,9,9,3,46.085
276,2021-09-10,44.803,2021,9,10,4,46.519
277,2021-09-11,45.196,2021,9,11,5,44.803
278,2021-09-12,46.195,2021,9,12,6,45.196
279,2021-09-13,45.14,2021,9,13,0,46.195
280,2021-09-14,47.135,2021,9,14,1,45.14
281,2021-09-15,48.187,2021,9,15,2,47.135
282,2021-09-16,47.879,2021,9,16,3,48.187
283,2021-09-17,47.229,2021,9,17,4,47.879
284,2021-09-18,48.267,2021,9,18,5,47.229
285,2021-09-19,47.371,2021,9,19,6,48.267
286,2021-09-20,42.933,2021,9,20,0,47.371
287,2021-09-21,40.387,2021,9,21,1,42.933
288,2021-09-22,43.587,2021,9,22,2,40.387
289,2021-09-23,44.981,2021,9,23,3,43.587
290,2021-09-24,42.752,2021,9,24,4,44.981
291,2021-09-25,42.857,2021,9,25,5,42.752
292,2021-09-26,43.337,2021,9,26,6,42.857
293,2021-09-27,42.247,2021,9,27,0,43.337
294,2021-09-28,41.01,2021,9,28,1,42.247
295,2021-09-29,41.588,2021,9,29,2,41.01
296,2021-09-30,43.859,2021,9,30,3,41.588
297,2021-10-01,48.182,2021,10,1,4,43.859
298,2021-10-02,47.778,2021,10,2,5,48.182
299,2021-10-03,48.283,2021,10,3,6,47.778
300,2021-10-04,49.26,2021,10,4,0,48.283
301,2021-10-05,51.669,2021,10,5,1,49.26
302,2021-10-06,55.415,2021,10,6,2,51.669
303,2021-10-07,53.895,2021,10,7,3,55.415
304,2021-10-08,54.011,2021,10,8,4,53.895
305,2021-10-09,55.125,2021,10,9,5,54.011
306,2021-10-10,54.712,2021,10,10,6,55.125
307,2021-10-11,57.573,2021,10,11,0,54.712
308,2021-10-12,56.335,2021,10,12,1,57.573
309,2021-10-13,57.488,2021,10,13,2,56.335
310,2021-10-14,57.452,2021,10,14,3,57.488
311,2021-10-15,61.809,2021,10,15,4,57.452
312,2021-10-16,61.166,2021,10,16,5,61.809
313,2021-10-17,61.584,2021,10,17,6,61.166
314,2021-10-18,62.018,2021,10,18,0,61.584
315,2021-10-19,64.518,2021,10,19,1,62.018
316,2021-10-20,66.238,2021,10,20,2,64.518
317,2021-10-21,62.541,2021,10,21,3,66.238
318,2021-10-22,61.029,2021,10,22,4,62.541
319,2021-10-23,61.572,2021,10,23,5,61.029
320,2021-10-24,61.173,2021,10,24,6,61.572
321,2021-10-25,63.228,2021,10,25,0,61.173
322,2021-10-26,60.604,2021,10,26,1,63.228
323,2021-10-27,58.641,2021,10,27,2,60.604
324,2021-10-28,60.768,2021,10,28,3,58.641
325,2021-10-29,62.283,2021,10,29,4,60.768
326,2021-10-30,61.837,2021,10,30,5,62.283
327,2021-10-31,61.472,2021,10,31,6,61.837
328,2021-11-01,61.122,2021,11,1,0,61.472
329,2021-11-02,63.247,2021,11,2,1,61.122
330,2021-11-03,63.131,2021,11,3,2,63.247
331,2021-11-04,61.602,2021,11,4,3,63.131
332,2021-11-05,61.247,2021,11,5,4,61.602
333,2021-11-06,61.661,2021,11,6,5,61.247
334,2021-11-07,63.153,2021,11,7,6,61.661
335,2021-11-08,67.617,2021,11,8,0,63.153
336,2021-11-09,67.145,2021,11,9,1,67.617
337,2021-11-10,65.061,2021,11,10,2,67.145
338,2021-11-11,65.006,2021,11,11,3,65.061
339,2021-11-12,64.432,2021,11,12,4,65.006
340,2021-11-13,64.66,2021,11,13,5,64.432
341,2021-11-14,65.649,2021,11,14,6,64.66
342,2021-11-15,63.934,2021,11,15,0,65.649
343,2021-11-16,60.449,2021,11,16,1,63.934
344,2021-11-17,60.604,2021,11,17,2,60.449
345,2021-11-18,56.987,2021,11,18,3,60.604
346,2021-11-19,58.459,2021,11,19,4,56.987
347,2021-11-20,60.083,2021,11,20,5,58.459
348,2021-11-21,59.14,2021,11,21,6,60.083
349,2021-11-22,56.387,2021,11,22,0,59.14
350,2021-11-23,57.749,2021,11,23,1,56.387
351,2021-11-24,57.198,2021,11,24,2,57.749
352,2021-11-25,58.898,2021,11,25,3,57.198
353,2021-11-26,53.828,2021,11,26,4,58.898
354,2021-11-27,54.533,2021,11,27,5,53.828
355,2021-11-28,57.238,2021,11,28,6,54.533
356,2021-11-29,57.849,2021,11,29,0,57.238
357,2021-11-30,57.011,2021,11,30,1,57.849
358,2021-12-01,57.169,2021,12,1,2,57.011
359,2021-12-02,56.508,2021,12,2,3,57.169
360,2021-12-03,53.786,2021,12,3,4,56.508
361,2021-12-04,49.162,2021,12,4,5,53.786
362,2021-12-05,49.268,2021,12,5,6,49.162
363,2021-12-06,50.462,2021,12,6,0,49.268
364,2021-12-07,50.648,2021,12,7,1,50.462
365,2021-12-08,50.53,2021,12,8,2,50.648
366,2021-12-09,47.886,2021,12,9,3,50.53
367,2021-12-10,47.304,2021,12,10,4,47.886
368,2021-12-11,49.242,2021,12,11,5,47.304
369,2021-12-12,50.051,2021,12,12,6,49.242
370,2021-12-13,46.696,2021,12,13,0,50.051
371,2021-12-14,48.411,2021,12,14,1,46.696
372,2021-12-15,48.937,2021,12,15,2,48.411
373,2021-12-16,47.695,2021,12,16,3,48.937
374,2021-12-17,46.329,2021,12,17,4,47.695
375,2021-12-18,46.97,2021,12,18,5,46.329
376,2021-12-19,46.807,2021,12,19,6,46.97
377,2021-12-20,47.117,2021,12,20,0,46.807
378,2021-12-21,49.145,2021,12,21,1,47.117
379,2021-12-22,48.756,2021,12,22,2,49.145
380,2021-12-23,50.901,2021,12,23,3,48.756
381,2021-12-24,50.889,2021,12,24,4,50.901
382,2021-12-25,50.663,2021,12,25,5,50.889
383,2021-12-26,50.853,2021,12,26,6,50.663
384,2021-12-27,50.774,2021,12,27,0,50.853
385,2021-12-28,47.725,2021,12,28,1,50.774
386,2021-12-29,46.507,2021,12,29,2,47.725
387,2021-12-30,47.192,2021,12,30,3,46.507
388,2021-12-31,46.32,2021,12,31,4,47.192
389,2022-01-01,47.816,2022,1,1,5,46.32
390,2022-01-02,47.387,2022,1,2,6,47.816
391,2022-01-03,46.531,2022,1,3,0,47.387
392,2022-01-04,45.938,2022,1,4,1,46.531
393,2022-01-05,43.647,2022,1,5,2,45.938
394,2022-01-06,43.216,2022,1,6,3,43.647
395,2022-01-07,41.527,2022,1,7,4,43.216
396,2022-01-08,41.757,2022,1,8,5,41.527
397,2022-01-09,41.862,2022,1,9,6,41.757
398,2022-01-10,41.87,2022,1,10,0,41.862
399,2022-01-11,42.777,2022,1,11,1,41.87
400,2022-01-12,43.982,2022,1,12,2,42.777
401,2022-01-13,42.608,2022,1,13,3,43.982
402,2022-01-14,43.121,2022,1,14,4,42.608
403,2022-01-15,43.227,2022,1,15,5,43.121
404,2022-01-16,43.12,2022,1,16,6,43.227
405,2022-01-17,42.298,2022,1,17,0,43.12
406,2022-01-18,42.395,2022,1,18,1,42.298
407,2022-01-19,41.75,2022,1,19,2,42.395
408,2022-01-20,40.708,2022,1,20,3,41.75
409,2022-01-21,36.509,2022,1,21,4,40.708
410,2022-01-22,35.18,2022,1,22,5,36.509
411,2022-01-23,36.306,2022,1,23,6,35.18
412,2022-01-24,36.774,2022,1,24,0,36.306
413,2022-01-25,36.989,2022,1,25,1,36.774
414,2022-01-26,36.87,2022,1,26,2,36.989
415,2022-01-27,37.277,2022,1,27,3,36.87
416,2022-01-28,37.853,2022,1,28,4,37.277
417,2022-01-29,38.232,2022,1,29,5,37.853
418,2022-01-30,37.983,2022,1,30,6,38.232
419,2022-01-31,38.556,2022,1,31,0,37.983
420,2022-02-01,38.836,2022,2,1,1,38.556
421,2022-02-01,38.605,2022,2,1,1,38.836
422,2022-02-02,37.591,2022,2,2,2,38.605
423,2022-02-03,36.386,2022,2,3,3,37.591
424,2022-02-04,40.552,2022,2,4,4,36.386
425,2022-02-05,41.636,2022,2,5,5,40.552
426,2022-02-06,41.621,2022,2,6,6,41.636
427,2022-02-07,44.083,2022,2,7,0,41.621
428,2022-02-08,44.254,2022,2,8,1,44.083
429,2022-02-09,44.715,2022,2,9,2,44.254
430,2022-02-10,44.19,2022,2,10,3,44.715
431,2022-02-11,42.353,2022,2,11,4,44.19
432,2022-02-12,42.618,2022,2,12,5,42.353
433,2022-02-13,42.336,2022,2,13,6,42.618
434,2022-02-14,42.199,2022,2,14,0,42.336
435,2022-02-15,44.136,2022,2,15,1,42.199
436,2022-02-16,44.124,2022,2,16,2,44.136
437,2022-02-17,40.941,2022,2,17,3,44.124
438,2022-02-18,39.974,2022,2,18,4,40.941
439,2022-02-19,40.09,2022,2,19,5,39.974
440,2022-02-20,38.353,2022,2,20,6,40.09
441,2022-02-21,38.23,2022,2,21,0,38.353
442,2022-02-22,37.948,2022,2,22,1,38.23
443,2022-02-23,37.705,2022,2,23,2,37.948
444,2022-02-24,38.3,2022,2,24,3,37.705
445,2022-02-25,39.144,2022,2,25,4,38.3
446,2022-02-26,39.366,2022,2,26,5,39.144
447,2022-02-27,37.929,2022,2,27,6,39.366
448,2022-02-28,41.866,2022,2,28,0,37.929
449,2022-03-01,44.075,2022,3,1,1,41.866
450,2022-03-02,43.802,2022,3,2,2,44.075
451,2022-03-03,42.002,2022,3,3,3,43.802
452,2022-03-04,39.507,2022,3,4,4,42.002
453,2022-03-05,39.514,2022,3,5,5,39.507
454,2022-03-06,38.856,2022,3,6,6,39.514
455,2022-03-07,37.589,2022,3,7,0,38.856
456,2022-03-08,38.462,2022,3,8,1,37.589
457,2022-03-09,41.828,2022,3,9,2,38.462
458,2022-03-10,39.645,2022,3,10,3,41.828
459,2022-03-11,38.409,2022,3,11,4,39.645
460,2022-03-12,39.134,2022,3,12,5,38.409
461,2022-03-13,38.683,2022,3,13,6,39.134
462,2022-03-14,38.725,2022,3,14,0,38.683
463,2022-03-15,39.403,2022,3,15,1,38.725
464,2022-03-16,41.24,2022,3,16,2,39.403
465,2022-03-17,40.711,2022,3,17,3,41.24
466,2022-03-18,41.842,2022,3,18,4,40.711
467,2022-03-19,42.255,2022,3,19,5,41.842
468,2022-03-20,41.317,2022,3,20,6,42.255
469,2022-03-21,41.184,2022,3,21,0,41.317
470,2022-03-22,42.601,2022,3,22,1,41.184
471,2022-03-23,42.355,2022,3,23,2,42.601
472,2022-03-24,43.909,2022,3,24,3,42.355
473,2022-03-25,44.607,2022,3,25,4,43.909
474,2022-03-26,44.591,2022,3,26,5,44.607
475,2022-03-27,46.086,2022,3,27,6,44.591
476,2022-03-28,47.953,2022,3,28,0,46.086
477,2022-03-29,47.46,2022,3,29,1,47.953
478,2022-03-30,47.247,2022,3,30,2,47.46
479,2022-03-31,45.759,2022,3,31,3,47.247
480,2022-04-01,46.162,2022,4,1,4,45.759
481,2022-04-02,46.193,2022,4,2,5,46.162
482,2022-04-03,46.386,2022,4,3,6,46.193
483,2022-04-04,46.31,2022,4,4,0,46.386
484,2022-04-05,45.694,2022,4,5,1,46.31
485,2022-04-06,43.891,2022,4,6,2,45.694
486,2022-04-07,43.569,2022,4,7,3,43.891
487,2022-04-08,42.724,2022,4,8,4,43.569
488,2022-04-09,42.444,2022,4,9,5,42.724
489,2022-04-10,43.128,2022,4,10,6,42.444
490,2022-04-11,39.855,2022,4,11,0,43.128
491,2022-04-12,39.516,2022,4,12,1,39.855
492,2022-04-13,41.235,2022,4,13,2,39.516
493,2022-04-14,39.892,2022,4,14,3,41.235
494,2022-04-15,40.4,2022,4,15,4,39.892
495,2022-04-16,40.317,2022,4,16,5,40.4
496,2022-04-17,40.275,2022,4,17,6,40.317
497,2022-04-18,40.674,2022,4,18,0,40.275
498,2022-04-19,41.295,2022,4,19,1,40.674
499,2022-04-20,41.424,2022,4,20,2,41.295
500,2022-04-21,40.629,2022,4,21,3,41.424
501,2022-04-22,39.615,2022,4,22,4,40.629
502,2022-04-23,39.784,2022,4,23,5,39.615
503,2022-04-24,39.509,2022,4,24,6,39.784
504,2022-04-25,40.156,2022,4,25,0,39.509
505,2022-04-26,38.097,2022,4,26,1,40.156
506,2022-04-27,39.094,2022,4,27,2,38.097
507,2022-04-28,39.913,2022,4,28,3,39.094
508,2022-04-29,38.55,2022,4,29,4,39.913
509,2022-04-30,38.318,2022,4,30,5,38.55
510,2022-05-01,38.265,2022,5,1,6,38.318
511,2022-05-02,38.32,2022,5,2,0,38.265
512,2022-05-03,37.632,2022,5,3,1,38.32
513,2022-05-04,39.798,2022,5,4,2,37.632
514,2022-05-05,36.432,2022,5,5,3,39.798
515,2022-05-06,36.057,2022,5,6,4,36.432
516,2022-05-07,35.755,2022,5,7,5,36.057
517,2022-05-08,34.219,2022,5,8,6,35.755
518,2022-05-09,31.095,2022,5,9,0,34.219
519,2022-05-10,30.944,2022,5,10,1,31.095
520,2022-05-11,28.285,2022,5,11,2,30.944
521,2022-05-12,28.55,2022,5,12,3,28.285
522,2022-05-13,29.785,2022,5,13,4,28.55
523,2022-05-14,29.351,2022,5,14,5,29.785
524,2022-05-15,30.997,2022,5,15,6,29.351
525,2022-05-16,29.874,2022,5,16,0,30.997
526,2022-05-17,30.083,2022,5,17,1,29.874
527,2022-05-18,29.197,2022,5,18,2,30.083
528,2022-05-19,30.205,2022,5,19,3,29.197
529,2022-05-20,29.12,2022,5,20,4,30.205
530,2022-05-21,29.375,2022,5,21,5,29.12
531,2022-05-22,29.901,2022,5,22,6,29.375
532,2022-05-23,29.286,2022,5,23,0,29.901
533,2022-05-24,29.426,2022,5,24,1,29.286
534,2022-05-25,29.762,2022,5,25,2,29.426
535,2022-05-26,29.444,2022,5,26,3,29.762
536,2022-05-27,28.733,2022,5,27,4,29.444
